iso;date;deces;naissances
IRQ;2021-02-15;2317;2561
IRQ;2021-02-16;2014;3141
IRQ;2021-02-17;1408;3420
IRQ;2021-02-18;2809;3639
IRQ;2021-02-19;2217;3318
IRQ;2021-02-20;1396;3309
IRQ;2021-02-21;1262;2658
IRQ;2021-02-22;1099;3095
IRQ;2021-02-23;2573;3576
IRQ;2021-02-24;2878;3747
IRQ;2021-02-25;1332;4033
IRQ;2021-02-26;2131;4014
IRQ;2021-02-27;2384;3804
IRQ;2021-02-28;1195;3500
IRQ;2021-03-01;1637;3772
IRQ;2021-03-02;2528;3743
IRQ;2021-03-03;1962;3424
IRQ;2021-03-04;1651;3269
IRQ;2021-03-05;2838;4269
IRQ;2021-03-06;1344;2784
IRQ;2021-03-07;2957;3375
IRQ;2021-03-08;1177;2648
IRQ;2021-03-09;1413;4004
IRQ;2021-03-10;2123;2522
IRQ;2021-03-11;2502;3825
IRQ;2021-03-12;2469;3969
IRQ;2021-03-13;2385;2630
IRQ;2021-03-14;1412;2750
IRQ;2021-03-15;2224;3775
IRQ;2021-03-16;1099;3392
IRQ;2021-03-17;1981;4471
IRQ;2021-03-18;2841;3705
IRQ;2021-03-19;1649;2991
IRQ;2021-03-20;2033;3647
IRQ;2021-03-21;2526;4275
IRQ;2021-03-22;1487;3444
IRQ;2021-03-23;2937;3352
IRQ;2021-03-24;2851;2775
IRQ;2021-03-25;1613;3056
IRQ;2021-03-26;1644;3188
IRQ;2021-03-27;2596;2996
IRQ;2021-03-28;2379;2965
IRQ;2021-03-29;2906;3818
IRQ;2021-03-30;2384;2622
IRQ;2021-03-31;1820;3930
IRQ;2021-04-01;2101;3404
IRQ;2021-04-02;2730;3823
IRQ;2021-04-03;2719;3337
IRQ;2021-04-04;2630;4113
IRQ;2021-04-05;1716;4452
IRQ;2021-04-06;1099;3378
IRQ;2021-04-07;1254;3895
IRQ;2021-04-08;1214;3974
IRQ;2021-04-09;1110;2858
IRQ;2021-04-10;1242;4357
IRQ;2021-04-11;1517;2643
IRQ;2021-04-12;2292;2786
IRQ;2021-04-13;2185;2755
IRQ;2021-04-14;2278;2937
IRQ;2021-04-15;2184;2806
IRQ;2021-04-16;1006;2790
IRQ;2021-04-17;2580;4413
IRQ;2021-04-18;2550;3105
IRQ;2021-04-19;2522;4295
IRQ;2021-04-20;2306;2750
IRQ;2021-04-21;2700;3777
IRQ;2021-04-22;2449;3735
IRQ;2021-04-23;2808;2742
IRQ;2021-04-24;2063;3470
IRQ;2021-04-25;2515;4290
IRQ;2021-04-26;1412;2932
IRQ;2021-04-27;1454;4192
IRQ;2021-04-28;2966;2837
IRQ;2021-04-29;1853;3112
IRQ;2021-04-30;1683;3463
IRQ;2021-05-01;1383;3007
IRQ;2021-05-02;1172;3160
IRQ;2021-05-03;2120;3851
IRQ;2021-05-04;1601;2978
IRQ;2021-05-05;1696;3344
IRQ;2021-05-06;1572;3508
IRQ;2021-05-07;1007;3443
IRQ;2021-05-08;2696;4192
IRQ;2021-05-09;2980;2542
IRQ;2021-05-10;2939;3190
IRL;2020-02-02;2837;4153
IRL;2020-02-09;2051;3818
IRL;2020-02-15;2326;3908
IRL;2020-02-23;1545;4264
IRL;2020-02-29;1960;4248
IRL;2020-03-01;2956;3087
IRL;2020-03-02;2593;2619
IRL;2020-03-03;2344;2818
IRL;2020-03-04;1358;3488
IRL;2020-03-05;1790;2588
IRL;2020-03-06;2929;3391
IRL;2020-03-07;1625;3089
IRL;2020-03-08;1582;2822
IRL;2020-03-09;2922;3942
IRL;2020-03-10;2598;4136
IRL;2020-03-11;1535;3532
IRL;2020-03-12;2654;3586
IRL;2020-03-13;1271;4107
IRL;2020-03-14;2481;4359
IRL;2020-03-15;1377;3828
IRL;2020-03-16;2193;4229
IRL;2020-03-17;2399;3720
IRL;2020-03-18;2249;3380
IRL;2020-03-19;1963;4207
IRL;2020-03-20;2453;2960
IRL;2020-03-21;2613;2878
IRL;2020-03-22;2210;2732
IRL;2020-03-23;1230;4280
IRL;2020-03-24;1193;3299
IRL;2020-03-25;2732;3886
IRL;2020-03-26;1154;3662
IRL;2020-03-27;2969;4162
IRL;2020-03-28;1922;3312
IRL;2020-03-29;2023;3398
IRL;2020-03-30;1147;3940
IRL;2020-03-31;2171;4423
IRL;2020-04-01;1919;2968
IRL;2020-04-02;1475;3598
IRL;2020-04-03;1686;4329
IRL;2020-04-04;2807;2540
IRL;2020-04-05;2714;3705
IRL;2020-04-06;2561;3627
IRL;2020-04-07;2483;2545
IRL;2020-04-08;2398;4254
IRL;2020-04-09;2675;4107
IRL;2020-04-10;2166;2545
IRL;2020-04-11;2895;3621
IRL;2020-04-12;2355;3984
IRL;2020-04-13;1273;3524
IRL;2020-04-14;2733;3444
IRL;2020-04-15;2381;3162
IRL;2020-04-16;2492;3725
IRL;2020-04-17;2903;3905
IRL;2020-04-18;2559;4066
IRL;2020-04-19;1430;3737
IRL;2020-04-20;1217;3804
IRL;2020-04-21;2885;3346
IRL;2020-04-22;1460;4413
IRL;2020-04-23;1792;3648
IRL;2020-04-24;2452;3249
IRL;2020-04-25;1135;3719
IRL;2020-04-26;2758;2927
IRL;2020-04-27;2745;2758
IRL;2020-04-28;1404;2773
IRL;2020-04-29;1227;2861
IRL;2020-04-30;2554;4382
IRL;2020-05-01;1707;2847
IRL;2020-05-02;1064;3089
IRL;2020-05-03;1562;3906
IRL;2020-05-04;2963;3339
IRL;2020-05-05;2947;2785
IRL;2020-05-06;1194;3037
IRL;2020-05-07;1696;2588
IRL;2020-05-08;1949;4388
IRL;2020-05-09;2696;2942
IRL;2020-05-10;1320;3097
IRL;2020-05-11;1585;4126
IRL;2020-05-12;2493;3789
IRL;2020-05-13;2446;4455
IRL;2020-05-14;2477;3087
IRL;2020-05-15;1916;3637
IRL;2020-05-16;1090;3114
IRL;2020-05-17;2605;3540
IRL;2020-05-18;2100;3856
IRL;2020-05-19;2783;3951
IRL;2020-05-20;2616;4420
IRL;2020-05-21;2903;4104
IRL;2020-05-22;1025;3590
IRL;2020-05-23;1207;3904
IRL;2020-05-24;1328;3077
IRL;2020-05-25;2410;2557
IRL;2020-05-26;1338;4128
IRL;2020-05-27;2061;3802
IRL;2020-05-28;2865;3168
IRL;2020-05-29;2098;3597
IRL;2020-05-30;1769;3300
IRL;2020-05-31;2458;3725
IRL;2020-06-01;2427;3193
IRL;2020-06-02;1932;3560
IRL;2020-06-03;1197;2756
IRL;2020-06-04;1142;3127
IRL;2020-06-05;2082;2876
IRL;2020-06-06;1178;3758
IRL;2020-06-07;1197;3776
IRL;2020-06-08;2871;3850
IRL;2020-06-09;1975;4144
IRL;2020-06-10;2286;4372
IRL;2020-06-11;2079;3445
IRL;2020-06-12;2453;4314
IRL;2020-06-13;2097;3854
IRL;2020-06-14;1450;3090
IRL;2020-06-15;2558;3620
IRL;2020-06-16;1145;2879
IRL;2020-06-17;1535;3840
IRL;2020-06-18;2282;4087
IRL;2020-06-19;2625;2556
IRL;2020-06-20;2230;2747
IRL;2020-06-21;2077;3077
IRL;2020-06-22;2228;3759
IRL;2020-06-23;1292;3815
IRL;2020-06-24;1860;3949
IRL;2020-06-25;2463;2837
IRL;2020-06-26;1354;3722
IRL;2020-06-27;1868;3854
IRL;2020-06-28;1788;3659
IRL;2020-06-29;1882;3539
IRL;2020-06-30;2867;3042
IRL;2020-07-01;1055;3920
IRL;2020-07-02;2268;3973
IRL;2020-07-03;2471;2827
IRL;2020-07-04;1961;4471
IRL;2020-07-05;2553;4432
IRL;2020-07-06;2725;3638
IRL;2020-07-07;2875;3876
IRL;2020-07-08;2241;3959
IRL;2020-07-09;2088;3143
IRL;2020-07-10;1370;2596
IRL;2020-07-11;2014;4213
IRL;2020-07-12;2974;3048
IRL;2020-07-13;2843;3509
IRL;2020-07-14;1933;3327
IRL;2020-07-15;2849;2527
IRL;2020-07-16;2371;4311
IRL;2020-07-17;1155;4471
IRL;2020-07-18;2183;2699
IRL;2020-07-19;2463;3002
IRL;2020-07-20;2363;2994
IRL;2020-07-21;1062;3010
IRL;2020-07-22;2461;3747
IRL;2020-07-23;2515;3741
IRL;2020-07-24;1291;3517
IRL;2020-07-25;2549;2799
IRL;2020-07-26;2269;3105
IRL;2020-07-27;1739;2919
IRL;2020-07-28;1540;3645
IRL;2020-07-29;2065;4013
IRL;2020-07-30;1921;3199
IRL;2020-07-31;1016;4268
IRL;2020-08-01;1715;3733
IRL;2020-08-02;1105;4198
IRL;2020-08-03;2955;2648
IRL;2020-08-04;2953;3636
IRL;2020-08-05;2623;3953
IRL;2020-08-06;1717;4293
IRL;2020-08-07;2167;4022
IRL;2020-08-08;2554;3820
IRL;2020-08-09;1134;3039
IRL;2020-08-10;1897;4434
IRL;2020-08-11;1468;2922
IRL;2020-08-12;1789;3129
IRL;2020-08-13;1800;2900
IRL;2020-08-14;1953;3564
IRL;2020-08-15;2888;2863
IRL;2020-08-16;1341;3848
IRL;2020-08-17;2126;3375
IRL;2020-08-18;1439;3232
IRL;2020-08-19;1835;2594
IRL;2020-08-20;1141;3336
IRL;2020-08-21;2432;3084
IRL;2020-08-22;2206;3770
IRL;2020-08-23;2439;3478
IRL;2020-08-24;1726;4074
IRL;2020-08-25;1519;3219
IRL;2020-08-26;2653;3454
IRL;2020-08-27;2874;3644
IRL;2020-08-28;2054;4230
IRL;2020-08-29;2905;3588
IRL;2020-08-30;1611;3512
IRL;2020-08-31;2540;3808
IRL;2020-09-01;2297;3256
IRL;2020-09-02;1174;4286
IRL;2020-09-03;1622;3636
IRL;2020-09-04;1379;4089
IRL;2020-09-05;1234;3612
IRL;2020-09-06;1239;2564
IRL;2020-09-07;1668;3633
IRL;2020-09-08;1432;3327
IRL;2020-09-09;1903;3026
IRL;2020-09-10;1837;3146
IRL;2020-09-11;2433;4176
IRL;2020-09-12;2333;3373
IRL;2020-09-13;2164;2786
IRL;2020-09-14;2992;3058
IRL;2020-09-15;1686;3927
IRL;2020-09-16;1576;2967
IRL;2020-09-17;1144;4156
IRL;2020-09-18;1951;2646
IRL;2020-09-19;1186;4043
IRL;2020-09-20;2987;3723
IRL;2020-09-21;1039;3878
IRL;2020-09-22;1612;3229
IRL;2020-09-23;2495;3282
IRL;2020-09-24;1786;2531
IRL;2020-09-25;2243;4137
IRL;2020-09-26;1940;3071
IRL;2020-09-27;2027;2671
IRL;2020-09-28;2635;3800
IRL;2020-09-29;2466;4114
IRL;2020-09-30;1669;3832
IRL;2020-10-01;1353;2904
IRL;2020-10-02;1532;4099
IRL;2020-10-03;2266;3883
IRL;2020-10-04;1372;3512
IRL;2020-10-05;1627;4078
IRL;2020-10-06;1428;2504
IRL;2020-10-07;1570;4406
IRL;2020-10-08;2634;4073
IRL;2020-10-09;1784;4397
IRL;2020-10-10;1434;4452
IRL;2020-10-11;2877;2948
IRL;2020-10-12;2932;2705
IRL;2020-10-13;1730;3007
IRL;2020-10-14;1917;4001
IRL;2020-10-15;1197;3280
IRL;2020-10-16;1526;2846
IRL;2020-10-17;1402;3661
IRL;2020-10-18;1343;3638
IRL;2020-10-19;1706;3070
IRL;2020-10-20;2582;4243
IRL;2020-10-21;2389;3822
IRL;2020-10-22;1129;3583
IRL;2020-10-23;1294;2596
IRL;2020-10-24;1879;4402
IRL;2020-10-25;1589;4491
IRL;2020-10-26;1957;3372
IRL;2020-10-27;1917;3362
IRL;2020-10-28;2231;3262
IRL;2020-10-29;2837;3127
IRL;2020-10-30;1374;4461
IRL;2020-10-31;2547;2823
IRL;2020-11-01;1131;4450
IRL;2020-11-02;2463;4482
IRL;2020-11-03;1148;2658
IRL;2020-11-04;2942;4042
IRL;2020-11-05;2994;3781
IRL;2020-11-06;1945;3630
IRL;2020-11-07;1842;4088
IRL;2020-11-08;2724;4049
IRL;2020-11-09;2505;3895
IRL;2020-11-10;1113;2678
IRL;2020-11-11;2008;2819
IRL;2020-11-12;2632;3973
IRL;2020-11-13;1537;3361
IRL;2020-11-14;1208;3599
IRL;2020-11-15;2135;2912
IRL;2020-11-16;2658;4088
IRL;2020-11-17;2382;3912
IRL;2020-11-18;2324;2525
IRL;2020-11-19;1830;3922
IRL;2020-11-20;1393;3820
IRL;2020-11-21;2695;4405
IRL;2020-11-22;1690;3777
IRL;2020-11-23;2583;4075
IRL;2020-11-24;1801;4170
IRL;2020-11-25;1823;2795
IRL;2020-11-26;1700;3828
IRL;2020-11-27;2150;3907
IRL;2020-11-28;1587;3118
IRL;2020-11-29;1555;2720
IRL;2020-11-30;1933;3047
IRL;2020-12-01;1006;3495
IRL;2020-12-02;2432;3013
IRL;2020-12-03;2497;3794
IRL;2020-12-04;1923;3940
IRL;2020-12-05;1456;2965
IRL;2020-12-06;1961;4350
IRL;2020-12-07;2034;4003
IRL;2020-12-08;2864;4285
IRL;2020-12-09;2043;4242
IRL;2020-12-10;1030;3984
IRL;2020-12-11;2242;3034
IRL;2020-12-12;1153;4061
IRL;2020-12-13;1546;2510
IRL;2020-12-14;1857;2987
IRL;2020-12-15;2452;3447
IRL;2020-12-16;1786;4238
IRL;2020-12-17;2523;4407
IRL;2020-12-18;1938;3206
IRL;2020-12-19;1565;4016
IRL;2020-12-20;1925;3471
IRL;2020-12-21;2502;4127
IRL;2020-12-22;2790;2587
IRL;2020-12-23;2274;2727
IRL;2020-12-24;2469;3214
IRL;2020-12-25;1854;3834
IRL;2020-12-26;1890;3765
IRL;2020-12-27;1530;2893
IRL;2020-12-28;1623;4093
IRL;2020-12-29;2174;3171
IRL;2020-12-30;2902;2897
IRL;2020-12-31;2758;3044
IRL;2021-01-01;2156;2517
IRL;2021-01-02;2568;4077
IRL;2021-01-03;2223;3177
IRL;2021-01-04;1784;2839
IRL;2021-01-05;2741;3588
IRL;2021-01-06;2028;3691
IRL;2021-01-07;1702;4313
IRL;2021-01-08;2108;4241
IRL;2021-01-09;2901;2984
IRL;2021-01-10;1641;4261
IRL;2021-01-11;1659;3365
IRL;2021-01-12;2059;2989
IRL;2021-01-13;1495;3555
IRL;2021-01-14;2511;2572
IRL;2021-01-15;1408;3009
IRL;2021-01-16;1967;4134
IRL;2021-01-17;2071;3918
IRL;2021-01-18;2277;3905
IRL;2021-01-19;2855;4074
IRL;2021-01-20;2014;2581
IRL;2021-01-21;1190;2958
IRL;2021-01-22;2980;4496
IRL;2021-01-23;2536;3644
IRL;2021-01-24;2766;2616
IRL;2021-01-25;1101;3740
IRL;2021-01-26;1926;3471
IRL;2021-01-27;1303;2983
IRL;2021-01-28;2158;3223
IRL;2021-01-29;1393;2956
IRL;2021-01-30;2367;3959
IRL;2021-01-31;2483;2900
IRL;2021-02-01;2732;3036
IRL;2021-02-02;1114;2560
IRL;2021-02-03;2041;3884
IRL;2021-02-04;1689;4231
IRL;2021-02-05;2219;4330
IRL;2021-02-06;1214;3643
IRL;2021-02-07;1173;3851
IRL;2021-02-08;1416;3744
IRL;2021-02-09;1300;4218
IRL;2021-02-10;1286;4178
IRL;2021-02-11;2469;4397
IRL;2021-02-12;1918;3574
IRL;2021-02-13;1957;3630
IRL;2021-02-14;1051;3619
IRL;2021-02-15;2373;3993
IRL;2021-02-16;1295;3414
IRL;2021-02-17;2800;2829
IRL;2021-02-18;1309;3739
IRL;2021-02-19;1972;2796
IRL;2021-02-20;1303;3616
IRL;2021-02-21;2430;3922
IRL;2021-02-22;1045;2966
IRL;2021-02-23;1859;3336
IRL;2021-02-24;2318;3460
IRL;2021-02-25;1174;4002
IRL;2021-02-26;2308;3814
IRL;2021-02-27;2057;3546
IRL;2021-02-28;1848;3887
IRL;2021-03-01;1139;2712
IRL;2021-03-02;1765;3105
IRL;2021-03-03;2082;2725
IRL;2021-03-04;2762;3135
IRL;2021-03-05;2474;4157
IRL;2021-03-06;2899;4136
IRL;2021-03-07;2397;3162
IRL;2021-03-08;1276;3613
IRL;2021-03-09;1727;3579
IRL;2021-03-10;2952;3411
IRL;2021-03-11;1998;3867
IRL;2021-03-12;1542;3464
IRL;2021-03-13;2122;3401
IRL;2021-03-14;2589;3362
IRL;2021-03-15;2243;3487
IRL;2021-03-16;2400;3917
IRL;2021-03-17;1862;4354
IRL;2021-03-18;2360;2744
IRL;2021-03-19;2634;3768
IRL;2021-03-20;1889;3912
IRL;2021-03-21;2662;4292
IRL;2021-03-22;1509;3913
IRL;2021-03-23;2962;4232
IRL;2021-03-24;1484;3874
IRL;2021-03-25;1708;2855
IRL;2021-03-26;2918;2794
IRL;2021-03-27;2296;3513
IRL;2021-03-28;2100;3088
IRL;2021-03-29;2407;2641
IRL;2021-03-30;1492;4437
IRL;2021-03-31;1651;2848
IRL;2021-04-01;1704;3386
IRL;2021-04-02;2697;3017
IRL;2021-04-03;2843;4433
IRL;2021-04-04;2582;2718
IRL;2021-04-05;2678;2678
IRL;2021-04-06;2581;2851
IRL;2021-04-07;2627;2531
IRL;2021-04-08;2706;2818
IRL;2021-04-09;2628;4169
IRL;2021-04-10;2631;3170
IRL;2021-04-11;2556;3340
IRL;2021-04-12;1403;2919
IRL;2021-04-13;2578;2933
IRL;2021-04-14;1729;3737
IRL;2021-04-15;2016;3946
IRL;2021-04-16;1632;3522
IRL;2021-04-17;2509;3993
IRL;2021-04-18;2982;3362
IRL;2021-04-19;1313;3813
IRL;2021-04-20;2437;3081
IRL;2021-04-21;1174;2987
IRL;2021-04-22;2101;2594
IRL;2021-04-23;1694;3568
IRL;2021-04-24;1312;3059
IRL;2021-04-25;1404;3176
IRL;2021-04-26;1219;3430
IRL;2021-04-27;1511;3298
IRL;2021-04-28;2448;4158
IRL;2021-04-29;2557;3623
IRL;2021-04-30;1975;3811
IRL;2021-05-01;2755;4342
IRL;2021-05-02;1188;4337
IRL;2021-05-03;2185;4297
IRL;2021-05-04;2105;3592
IRL;2021-05-05;2145;2897
IRL;2021-05-06;1769;3323
IRL;2021-05-07;1062;4443
IRL;2021-05-08;2617;3658
IRL;2021-05-09;1803;4499
IRL;2021-05-10;2216;2906
IMN;2021-01-21;2465;2708
IMN;2021-01-22;1799;3449
IMN;2021-01-23;2933;3860
IMN;2021-01-24;1936;3612
IMN;2021-01-25;2305;3008
IMN;2021-01-26;1476;4399
IMN;2021-01-27;2530;3044
IMN;2021-01-28;2232;3782
IMN;2021-01-29;1527;3709
IMN;2021-01-30;1170;4490
IMN;2021-01-31;1239;4276
IMN;2021-02-01;1104;3030
IMN;2021-02-02;2249;3898
IMN;2021-02-03;1560;3439
IMN;2021-02-04;2218;3425
IMN;2021-02-05;1283;4344
IMN;2021-02-06;2903;3328
IMN;2021-02-07;2616;2734
IMN;2021-02-08;1146;4384
IMN;2021-02-09;1587;3570
IMN;2021-02-10;2877;2771
IMN;2021-02-11;1765;3878
IMN;2021-02-12;2176;4387
IMN;2021-02-13;1275;3207
IMN;2021-02-14;1357;3515
IMN;2021-02-15;1193;3347
IMN;2021-02-16;2281;2609
IMN;2021-02-17;2649;4229
IMN;2021-02-18;1569;3915
IMN;2021-02-19;1135;4274
IMN;2021-02-20;2673;4500
IMN;2021-02-21;1406;3327
IMN;2021-02-22;2480;4410
IMN;2021-02-23;2779;3023
IMN;2021-02-24;2400;2946
IMN;2021-02-25;1507;2918
IMN;2021-02-26;2991;2682
IMN;2021-02-27;2992;3468
IMN;2021-02-28;1946;4231
IMN;2021-03-01;1541;2567
IMN;2021-03-02;1839;3543
IMN;2021-03-03;2731;3179
IMN;2021-03-04;1741;2907
IMN;2021-03-05;1678;3614
IMN;2021-03-06;2326;2923
IMN;2021-03-07;1102;2543
IMN;2021-03-08;1982;4424
IMN;2021-03-09;2401;4259
IMN;2021-03-10;2073;4160
IMN;2021-03-11;1502;4252
IMN;2021-03-12;2365;3112
IMN;2021-03-13;1083;2988
IMN;2021-03-14;1981;3647
IMN;2021-03-15;1546;4086
IMN;2021-03-16;2360;4395
IMN;2021-03-17;2102;4332
IMN;2021-03-18;2694;2844
IMN;2021-03-19;1553;2577
IMN;2021-03-20;2527;2620
IMN;2021-03-21;2707;3559
IMN;2021-03-22;2364;3790
IMN;2021-03-23;1302;2901
IMN;2021-03-24;2404;4303
IMN;2021-03-25;2096;3275
IMN;2021-03-26;2760;2861
IMN;2021-03-27;1684;3304
IMN;2021-03-28;2095;4240
IMN;2021-03-29;2662;4098
IMN;2021-03-30;1030;4446
IMN;2021-03-31;1747;2730
IMN;2021-04-01;2972;4402
IMN;2021-04-02;1215;3872
IMN;2021-04-03;1492;3737
IMN;2021-04-04;2847;2819
IMN;2021-04-05;2638;4041
IMN;2021-04-06;2734;3009
IMN;2021-04-07;2439;3707
IMN;2021-04-08;1532;2850
IMN;2021-04-09;2131;3855
IMN;2021-04-10;1958;4143
IMN;2021-04-11;2193;3784
IMN;2021-04-12;1926;4380
IMN;2021-04-13;2165;3863
IMN;2021-04-14;1727;3866
IMN;2021-04-15;1162;3599
IMN;2021-04-16;2277;3326
IMN;2021-04-17;2489;3356
IMN;2021-04-18;1905;3913
IMN;2021-04-19;2348;2862
IMN;2021-04-20;2031;4253
IMN;2021-04-21;1123;3079
IMN;2021-04-22;2911;3889
IMN;2021-04-23;2341;3236
IMN;2021-04-24;2212;4388
IMN;2021-04-25;2764;4407
IMN;2021-04-26;1834;4125
IMN;2021-04-27;2361;3342
IMN;2021-04-28;1433;2594
IMN;2021-04-29;2285;2630
IMN;2021-04-30;1132;3804
IMN;2021-05-01;2390;2721
IMN;2021-05-02;1151;2906
IMN;2021-05-03;1007;3555
IMN;2021-05-04;1936;4399
IMN;2021-05-05;2080;3192
IMN;2021-05-06;1557;3021
IMN;2021-05-07;2457;4028
IMN;2021-05-08;1994;3114
IMN;2021-05-09;2404;3850
ISR;2020-02-20;1967;3854
ISR;2020-02-21;1914;2667
ISR;2020-02-22;1531;3177
ISR;2020-02-23;1556;2662
ISR;2020-02-24;2989;3179
ISR;2020-02-25;1594;3117
ISR;2020-02-26;2082;3510
ISR;2020-02-27;2080;2799
ISR;2020-02-28;1382;3198
ISR;2020-02-29;1472;3539
ISR;2020-03-01;2140;3393
ISR;2020-03-02;2329;2839
ISR;2020-03-03;1671;3772
ISR;2020-03-04;2120;2757
ISR;2020-03-05;1454;3577
ISR;2020-03-06;1615;2877
ISR;2020-03-07;1129;4358
ISR;2020-03-08;2834;2846
ISR;2020-03-09;1476;4086
ISR;2020-03-10;1391;4480
ISR;2020-03-11;1682;4265
ISR;2020-03-12;1689;3947
ISR;2020-03-13;2927;3053
ISR;2020-03-14;1776;2729
ISR;2020-03-15;1849;3017
ISR;2020-03-16;2420;2914
ISR;2020-03-17;1378;3434
ISR;2020-03-18;1580;3300
ISR;2020-03-19;1940;3348
ISR;2020-03-20;2779;3732
ISR;2020-03-21;2615;2627
ISR;2020-03-22;2177;2724
ISR;2020-03-23;2432;2716
ISR;2020-03-24;1334;2608
ISR;2020-03-25;2834;3799
ISR;2020-03-26;1353;3631
ISR;2020-03-27;2087;4103
ISR;2020-03-28;1923;2837
ISR;2020-03-29;2973;4353
ISR;2020-03-30;2969;4014
ISR;2020-03-31;1601;4020
ISR;2020-04-01;1985;3708
ISR;2020-04-02;1131;4477
ISR;2020-04-03;1528;3559
ISR;2020-04-04;2242;3379
ISR;2020-04-05;1035;3769
ISR;2020-04-06;1742;3057
ISR;2020-04-07;2816;2766
ISR;2020-04-08;1376;2952
ISR;2020-04-09;1419;3745
ISR;2020-04-10;1531;4045
ISR;2020-04-11;1576;4338
ISR;2020-04-12;2024;4293
ISR;2020-04-13;2263;3555
ISR;2020-04-14;2143;2654
ISR;2020-04-15;1656;3725
ISR;2020-04-16;1587;4410
ISR;2020-04-17;1987;4486
ISR;2020-04-18;1438;4131
ISR;2020-04-19;2551;4176
ISR;2020-04-20;1903;2597
ISR;2020-04-21;2156;4262
ISR;2020-04-22;2000;4349
ISR;2020-04-23;2859;3112
ISR;2020-04-24;2314;3883
ISR;2020-04-25;1397;3955
ISR;2020-04-26;2436;4195
ISR;2020-04-27;1353;3847
ISR;2020-04-28;2851;3401
ISR;2020-04-29;1103;4299
ISR;2020-04-30;2705;2548
ISR;2020-05-01;2476;3489
ISR;2020-05-02;1785;2972
ISR;2020-05-03;2621;3023
ISR;2020-05-04;1208;2518
ISR;2020-05-05;1693;4242
ISR;2020-05-06;1737;3601
ISR;2020-05-07;2629;3850
ISR;2020-05-08;2591;2836
ISR;2020-05-09;2124;4058
ISR;2020-05-10;2735;2628
ISR;2020-05-11;2252;3649
ISR;2020-05-12;2189;3367
ISR;2020-05-13;1764;3884
ISR;2020-05-14;2366;3000
ISR;2020-05-15;2625;2824
ISR;2020-05-16;2903;3601
ISR;2020-05-17;2727;4440
ISR;2020-05-18;2929;2536
ISR;2020-05-19;1681;3095
ISR;2020-05-20;2014;3236
ISR;2020-05-21;1691;2658
ISR;2020-05-22;2774;3277
ISR;2020-05-23;2572;4399
ISR;2020-05-24;2640;3492
ISR;2020-05-25;1892;3767
ISR;2020-05-26;1049;3247
ISR;2020-05-27;1737;3989
ISR;2020-05-28;2707;2822
ISR;2020-05-29;2322;3001
ISR;2020-05-30;2221;3844
ISR;2020-05-31;2932;2905
ISR;2020-06-01;1833;4175
ISR;2020-06-02;1095;3024
ISR;2020-06-03;1635;3686
ISR;2020-06-04;2530;3068
ISR;2020-06-05;1273;3386
ISR;2020-06-06;2343;4426
ISR;2020-06-07;1945;3295
ISR;2020-06-08;1914;2762
ISR;2020-06-09;1346;3389
ISR;2020-06-10;1398;4121
ISR;2020-06-11;1474;3613
ISR;2020-06-12;1889;4241
ISR;2020-06-13;2354;2595
ISR;2020-06-14;2553;4130
ISR;2020-06-15;1805;3383
ISR;2020-06-16;2965;3783
ISR;2020-06-17;2453;4390
ISR;2020-06-18;2663;4085
ISR;2020-06-19;1196;2549
ISR;2020-06-20;1733;3062
ISR;2020-06-21;2328;4379
ISR;2020-06-22;2297;4464
ISR;2020-06-23;1192;2605
ISR;2020-06-24;2528;3902
ISR;2020-06-25;1496;3547
ISR;2020-06-26;1371;3581
ISR;2020-06-27;1289;2953
ISR;2020-06-28;2278;3699
ISR;2020-06-29;2533;4008
ISR;2020-06-30;2645;4491
ISR;2020-07-01;1596;3905
ISR;2020-07-02;2402;2852
ISR;2020-07-03;2086;3548
ISR;2020-07-04;2221;3727
ISR;2020-07-05;2437;2987
ISR;2020-07-06;1899;2972
ISR;2020-07-07;1823;4118
ISR;2020-07-08;1117;3848
ISR;2020-07-09;2424;4163
ISR;2020-07-10;2147;3101
ISR;2020-07-11;1865;3172
ISR;2020-07-12;1057;4133
ISR;2020-07-13;1625;2808
ISR;2020-07-14;2889;3310
ISR;2020-07-15;2054;3041
ISR;2020-07-16;2828;3916
ISR;2020-07-17;1765;3218
ISR;2020-07-18;2243;3876
ISR;2020-07-19;2381;2734
ISR;2020-07-20;2861;3625
ISR;2020-07-21;2437;4077
ISR;2020-07-22;2546;4228
ISR;2020-07-23;1235;3577
ISR;2020-07-24;1899;3229
ISR;2020-07-25;2826;2713
ISR;2020-07-26;1218;3397
ISR;2020-07-27;1205;3683
ISR;2020-07-28;2289;3845
ISR;2020-07-29;2427;4386
ISR;2020-07-30;1071;4421
ISR;2020-07-31;1398;2702
ISR;2020-08-01;1458;2773
ISR;2020-08-02;2027;2721
ISR;2020-08-03;1139;3256
ISR;2020-08-04;2857;3828
ISR;2020-08-05;2145;3916
ISR;2020-08-06;2776;2655
ISR;2020-08-07;2469;2541
ISR;2020-08-08;2177;2719
ISR;2020-08-09;1530;4090
ISR;2020-08-10;1665;2998
ISR;2020-08-11;2290;4470
ISR;2020-08-12;1442;2948
ISR;2020-08-13;1621;4440
ISR;2020-08-14;2777;3117
ISR;2020-08-15;1013;3570
ISR;2020-08-16;1231;2952
ISR;2020-08-17;1841;3395
ISR;2020-08-18;1559;2774
ISR;2020-08-19;2262;2899
